㐖毒	xiédú
创下高票房	chuàngxiàgāopiàofáng
创世	chuàngshì
创世主	chuàngshìzhǔ
创世纪	chuàngshìjì
创世记	chuàngshìjì
创世论	chuàngshìlùn
创业	chuàngyè
创业史	chuàngyèshǐ
创业垂统	chuàngyèchuítǒng
创业投资	chuàngyètóuzī
创业板上市	chuàngyèbǎnshàngshì
创业精神	chuàngyèjīngshén
创业维艰	chuàngyèwéijiān
创业者	chuàngyèzhě
创举	chuàngjǔ
创义	chuàngyì
创价学会	chuàngjiàxuéhuì
创优	chuàngyōu
创伤	chuāngshāng
创伤后	chuāngshānghòu
创伤后压力	chuāngshānghòuyālì
创伤后压力紊乱	chuāngshānghòuyālìwěnluàn
创伤后心理压力紧张综合症	chuāngshānghòuxīnlǐyālìjǐnzhāngzōnghézhèng
创体	chuàngtǐ
创作	chuàngzuò
创作冲动	chuàngzuòchōngdòng
创作力	chuàngzuòlì
创作家	chuàngzuòjiā
创作方法	chuàngzuòfāngfǎ
创作者	chuàngzuòzhě
创例	chuànglì
创兴	chuàngxīng
创出	chuàngchū
创刃	chuàngrèn
创刈	chuàngyì
创刊	chuàngkān
创刊号	chuàngkānhào
创刊词	chuàngkāncí
创利	chuànglì
创制	chuàngzhì
创剧痛深	chuàngjùtòngshēn
创办	chuàngbàn
创办人	chuàngbànrén
创办者	chuàngbànzhě
创化	chuànghuà
创匠	chuàngjiàng
创历	chuànglì
创口	chuāngkǒu
创口贴	chuāngkǒutiē
创可贴	chuāngkětiē
创启	chuàngqǐ
创图	chuàngtú
创垂	chuàngchuí
创基	chuàngjī
创大	chuàngdà
创夷	chuàngyí
创始	chuàngshǐ
创始人	chuàngshǐrén
创始者	chuàngshǐzhě
创定	chuàngdìng
创导	chuàngdǎo
创寿	chuàngshòu
创局	chuàngjú
创巨	chuàngjù
创巨痛仍	chuàngjùtòngréng
创巨痛深	chuāngjùtòngshēn
创建	chuàngjiàn
创建者	chuàngjiànzhě
创开	chuàngkāi
创思	chuàngsī
创惩	chuàngchéng
创意	chuàngyì
创意造言	chuàngyìzàoyán
创戮	chuànglù
创投基金	chuàngtóujījīn
创撰	chuàngzhuàn
创收	chuàngshōu
创改	chuànggǎi
创新	chuàngxīn
创新精神	chuàngxīnjīngshén
创格	chuànggé
创楚	chuàngchǔ
创歴	chuànglì
创残	chuàngcán
创毒	chuàngdú
创汇	chuànghuì
创演	chuàngyǎn
创牌子	chuàngpáizi
创生	chuàngshēng
创用	chuàngyòng
创疤	chuàngbā
创病	chuàngbìng
创痍	chuāngyí
创痏	chuàngwěi
创痕	chuānghén
创痛	chuāngtòng
创瘢	chuàngbān
创税	chuàngshuì
创稾	chuànggǎo
创立	chuànglì
创立人	chuànglìrén
创立者	chuànglìzhě
创端	chuàngduān
创筑	chuàngzhù
创纂	chuàngzuǎn
创练	chuàngliàn
创编	chuàngbiān
创置	chuàngzhì
创艾	chuāngyì
创草	chuàngcǎo
创荡	chuàngdàng
创获	chuànghuò
创行	chuàngxíng
创见	chuàngjiàn
创见性	chuàngjiànxìng
创观	chuàngguān
创议	chuàngyì
创记录	chuàngjìlù
创论	chuànglùn
创设	chuàngshè
创调	chuàngdiào
创谋	chuàngmóu
创辟	chuàngpì
创述	chuàngshù
创迹	chuàngjì
创造	chuàngzào
创造主	chuàngzàozhǔ
创造亚当	chuàngzàoyàdāng
创造力	chuàngzàolì
创造学	chuàngzàoxué
创造工程	chuàngzàogōngchéng
创造性	chuàngzàoxìng
创造性地	chuàngzàoxìngde
创造性思维	chuàngzàoxìngsīwéi
创造教育	chuàngzàojiàoyù
创造方法	chuàngzàofāngfǎ
创造环境	chuàngzàohuánjìng
创造社	chuàngzàoshè
创造者	chuàngzàozhě
创造论	chuàngzàolùn
创钜	chuàngjù
创钜痛仍	chuàngjùtòngréng
创钜痛深	chuàngjùtòngshēn
创闻	chuàngwén
创面	chuāngmiàn
创革	chuànggé
创駴	chuànghài
刜落	fúluò
初中	chūzhōng
初中生	chūzhōngshēng
初令	chūlìng
初会	chūhuì
初估	chūgū
初供	chūgòng
初六	chūliù
初具规模	chūjùguīmó
初冠	chūguān
初凉	chūliáng
初创	chūchuàng
初创公司	chūchuànggōngsī
初刻拍案惊奇	chūkèpāiànjīngqí
初化	chūhuà
初发芙蓉	chūfāfúróng
初叶	chūyè
初地	chūdì
初场	chūchǎng
初头	chūtóu
初妻	chūqī
初始化	chūshǐhuà
初始地	chūshǐde
初度	chūdù
初恋感觉	chūliàngǎnjué
初景	chūjǐng
初更	chūgēng
初服	chūfú
初期	chūqī
初期地	chūqīde
初校	chūxiào
初浅	chūqiǎn
初生之犊不怕虎	chūshēngzhīdúbùpàhǔ
初生之犊不惧虎	chūshēngzhīdúbùjùhǔ
初生之犊不畏虎	chūshēngzhīdúbùwèihǔ
初生牛犊不怕虎	chūshēngniúdúbùpàhǔ
初生犊儿不怕虎	chūshēngdúérbùpàhǔ
初禅	chūchán
初等代数	chūděngdàishù
初等教育	chūděngjiàoyù
初级中学	chūjízhōngxué
初节	chūjié
初见	chūjiàn
初识	chūshí
初载	chūzǎi
初间	chūjiān
初露	chūlù
初露头角	chūlùtóujiǎo
初露才华	chūlùcáihuá
初露锋芒	chūlùfēngmáng
初风头水	chūfēngtoushuǐ
初食	chūshí
初魄	chūpò
删削	shānxuē
删华就素	shānhuájiùsù
删定郎	shāndìngláng
删帖	shāntiě
删抹	shānmǒ
删拾	shānshí
删正	shānzhèng
删洗	shānxǐ
删省	shānshěng
删着	shānzhe
删简压缩	shānjiǎnyāsuō
删繁	shānfán
删繁就简	shānfánjiùjiǎn
删约	shānyuē
删缉	shānjī
删节	shānjié
删节号	shānjiéhào
删节本	shānjiéběn
删落	shānluò
删要	shānyào
删采	shāncǎi
删革	shāngé
判令	pànlìng
判分	pànfēn
判别	pànbié
判别式	pànbiéshì
判单	pàndān
判县	pànxiàn
判合	pànhé
判处	pànchǔ
判妻	pànqī
判官头	pànguāntóu
判折	pànshé
判据	pànjù
判教	pànjiào
判断句	pànduànjù
判断语	pànduànyǔ
判正	pànzhèng
判然不同	pànránbùtóng
判若两人	pànruòliǎngrén
判若云泥	pànruòyúnní
判若天渊	pànruòtiānyuān
判若水火	pànruòshuǐhuǒ
判若鸿沟	pànruòhónggōu
判若黑白	pànruòhēibái
判行	pànxíng
判裂	pànliè
判解	pànjiě
判语	pànyǔ
判读	pàndú
刨丝器	bàosīqì
刨光	bàoguāng
刨冰	bàobīng
刨刀	bàodāo
刨分儿	páofēnér
刨削	páoxuē
刨头	bàotóu
刨子	bàozǐ
刨工	páogōng
刨平	bàopíng
刨床	bàochuáng
刨木板	bàomùbǎn
刨树搜根	páoshùsōugēn
刨根	páogēn
刨根儿	páogēnér
刨根究底	páogēnjiūdǐ
刨根问底	páogēnwèndǐ
刨梢	páoshāo
刨治	páozhì
刨烟铺	páoyānpù
刨祖坟	páozǔfén
刨程	bàochéng
刨笔刀	bàobǐdāo
刨花	bàohuā
刨花板	bàohuābǎn
刨花水	páohuāshuǐ
刨身	bàoshēn
刨除	páochú
刨食	páoshí
刨齿	bàochǐ
利上生利	lìshàngshēnglì
利不亏义	lìbùkuīyì
利乐包	lìlèbāo
利什曼病	lìshímànbìng
利他地	lìtāde
利他能	lìtānéng
利他行为	lìtāxíngwéi
利令志惛	lìlìngzhìhūn
利令智昏	lìlìngzhìhūn
利伯曼	lìbómàn
利伯维尔	lìbówéiěr
利便	lìbiàn
利其然	lìqírán
利兹	lìzī
利利拉拉	lìlìlālā
利利洒洒	lìlìsǎsǎ
利刹	lìshā
利勒哈默尔	lìlèhāmòěr
利口捷给	lìkǒujiéjǐ
利名匙	lìmíngchí
利名场	lìmíngchǎng
利国监	lìguójiān
利多卡因	lìduōkǎyīn
利好	lìhǎo
利害关系	lìhàiguānxi
利害关系人	lìhàiguānxirén
利害关系方	lìhàiguānxifāng
利害冲突	lìhàichōngtū
利害得失	lìhàidéshī
利害相关	lìhàixiāngguān
利尿	lìniào
利尿剂	lìniàojì
利川小曲	lìchuānxiǎoqǔ
利州帖	lìzhōutiē
利己地	lìjǐde
利得	lìde
利得税	lìdéshuì
利息率	lìxīlǜ
利欲熏心	lìyùxūnxīn
利泽	lìzé
利洒	lìsǎ
利津县	lìjīnxiàn
利济	lìjì
利润率	lìrùnlǜ
利漕渠	lìcáoqú
利灾乐祸	lìzāilèhuò
利爪	lìzhuǎ
利率	lìlǜ
利用率	lìyònglǜ
利眠宁	lìmiánníng
利色	lìsè
利苏	lìsū
利落	lìluò
利落手	lìluòshǒu
利见	lìjiàn
利觜	lìzī
利跂	lìqí
利辛县	lìxīnxiàn
利通区	lìtōngqū
利雅得	lìyǎdé
利齿能牙	lìchǐnéngyá
别业	biéyè
别个	biégè
别义	biéyì
别乘	biéchéng
别乞	biéqǐ
别书	biéshū
别产	biéchǎn
别人	biérén
别人牵驴你拔橛子	biérenqiānlǘnǐbájuézi
别仪	biéyí
别价	biéjià
别传	biézhuàn
别体	biétǐ
别余	biéyú
别作一眼	biézuòyīyǎn
别作良图	biézuòliángtú
别克	biékè
别党	biédǎng
别具	biéjù
别具一格	biéjùyīgé
别具匠心	biéjùjiàngxīn
别具只眼	biéjùzhīyǎn
别具心肠	biéjùxīncháng
别具慧眼	biéjùhuìyǎn
别具手眼	biéjùshǒuyǎn
别具肺肠	biéjùfèicháng
别军	biéjūn
别出心裁	biéchūxīncái
别出手眼	biéchūshǒuyǎn
别出新意	biéchūxīnyì
别出新裁	biéchūxīncái
别出机杼	biéchūjīzhù
别分	biéfēn
别创一格	biéchuàngyígé
别别	bièbiè
别券	biéquàn
别削	biéxuē
别剑	biéjiàn
别割	biégē
别动队	biédòngduì
别区	biéqū
别却	biéquè
别县	biéxiàn
别变	biébiàn
别史	biéshǐ
别号	biéhào
别名	biémíng
别启	biéqǐ
别嘴	bièzuǐ
别国	biéguó
别囿	biéyòu
别场花	biéchǎnghuā
别坊	biéfāng
别堡	biépù
别墅	biéshù
别墨	biémò
别壄	biéyě
别士	biéshì
别处	biéchù
别外	biéwài
别太客气	biétàikèqi
别头	biétóu
别头场	biétóuchǎng
别头试	biétóushì
别姓	biéxìng
别婚	biéhūn
别嫌	biéxián
别子	biézi
别孕	biéyùn
别字	biézì
别宅	biézhái
别宇	biéyǔ
别客气	biékèqi
别室	biéshì
别宥	biéyòu
别宫	biégōng
别家	biéjiā
别寝	biéqǐn
别封	biéfēng
别将	biéjiāng
别居	biéjū
别居异财	biéjūyìcái
别屋	biéwū
别屯	biétún
别岁	biésuì
别岛	biédǎo
别帅	biéshuài
别干	biégàn
别庄	biézhuāng
别庐	biélú
别库	biékù
别庙	biémiào
别府	biéfǔ
别开一格	biékāiyígé
别开生面	biékāishēngmiàn
别开蹊径	biékāixījìng
别异	biéyì
别弦	biéxián
别强	biéqiáng
别径	biéjìng
别忙	biémáng
别念	biéniàn
别怀	biéhuái
别思	biésī
别怨	biéyuàn
别恨	biéhèn
别息	biéxī
别悰	biécóng
别情	biéqíng
别愁	biéchóu
别意	biéyì
别房	biéfáng
别所	biésuǒ
别才	biécái
别扭	bièniǔ
别抱琵琶	biébàopípá
别拗	biéniù
别择	biézé
别提	biétí
别提了	biétíle
别散	biésàn
别敬	biéjìng
别族	biézú
别无	biéwú
别无二致	biéwúèrzhì
别无他法	biéwútāfǎ
别无他物	biéwútāwù
别无他用	biéwútāyòng
别无出路	biéwúchūlù
别无分店	biéwúfēndiàn
别无它法	biéwútāfǎ
别无选择	biéwúxuǎnzé
别无长物	biéwúchángwù
别是	biéshì
别晷	biéguǐ
别曲	biéqǔ
别有	biéyǒu
别有人间	biéyǒurénjiān
别有天地	biéyǒutiāndì
别有心肝	biéyǒuxīngān
别有心肠	biéyǒuxīncháng
别有洞天	biéyǒudòngtiān
别有滋味	biéyǒuzīwèi
别有用心	biéyǒuyòngxīn
别有肺肠	biéyǒufèicháng
别有韵味	biéyǒuyùnwèi
别有风味	biéyǒufēngwèi
别有风趣	biéyǒufēngqù
别本	biéběn
别材	biécái
别来	biélái
别来无恙	biéláiwúyàng
别构	biégòu
别枝	biézhī
别柎	biéfù
别树一帜	biéshùyīzhì
别树一旗	biéshùyīqí
别样	biéyàng
别格	biégé
别梦	biémèng
别棹	biézhào
别模改样	biémógǎiyàng
别次	biécì
别殿	biédiàn
别气	biéqì
别泪	biélèi
别派	biépài
别流	biéliú
别浦	biépǔ
别涂	biétú
别渎	biédú
别源	biéyuán
别理	biélǐ
别生枝节	biéshēngzhījié
别番倒	biéfāndǎo
别疏	biéshū
别白	biébái
别的	biéde
别目	biémù
别看	biékàn
别真	biézhēn
别眼	biéyǎn
别离	biélí
别种	biézhǒng
别称	biéchēng
别第	biédì
别筵	biéyán
别管	biéguǎn
别簿	biébù
别籍	biéjí
别籍异居	biéjíyìjū
别籍异财	biéjíyìcái
别籞	biéyù
别类分门	biélèifēnmén
别纪	biéjì
别细	biéxì
别统	biétǒng
别绪	biéxù
别置一喙	biézhìyīhuì
别肠	biécháng
别脚	biéjiǎo
别脸	biéliǎn
别自	biézì
别致	biézhì
别致地	biézhìde
别舍	biéshè
别苑	biéyuàn
别苗头	biémiáotou
别藏	biécáng
别袂	biémèi
别袖	biéxiù
别裁	biécái
别裔	biéyì
别观	biéguān
别觞	biéshāng
别解	biéjiě
别论	biélùn
别识	biéshí
别试	biéshì
别话	biéhuà
别语	biéyǔ
别说	biéshuō
别说短话	biéshuōduǎnhuà
别说矮话	biéshuōǎihuà
别调	biédiào
别贡	biégòng
别财异居	biécáiyìjū
别赋	biéfù
别赫捷列夫	biéhèjiélièfū
别趣	biéqù
别路	biélù
别转	biézhuǎn
别辞	biécí
别辨	biébiàn
别途	biétú
别邸	biédǐ
别部	biébù
别都	biédōu
别酌	biézhuó
别録	biélù
别针	biézhēn
别院	biéyuàn
别隝	biédǎo
别隯	biédǎo
别集	biéjí
别韵	biéyùn
别颏腮	biékēsāi
别颜	biéyán
别风	biéfēng
别风淮雨	biéfēnghuáiyǔ
别食	biéshí
别饶风致	biéráofēngzhì
别馆	biéguǎn
别骛	biéwù
别魂	biéhún
别鹄	biéhú
别鹤	biéhè
别鹤孤鸾	biéhègūluán
别鹤弄	biéhènòng
别鹤怨	biéhèyuàn
别鹤操	biéhècāo
别鹤离鸾	biéhèlíluán
刬伐	chǎnfá
刬内	chǎnnèi
刬刮	chǎnguā
刬刷	chǎnshuā
刬刻	chǎnkè
刬剃	chǎntì
刬削	chǎnxuē
刬剔	chǎntī
刬却	chǎnquè
刬地	chǎndì
刬塞	chǎnsāi
刬夺	chǎnduó
刬子箭	chǎnzǐjiàn
刬尽	chǎnjìn
刬平	chǎnpíng
刬弃	chǎnqì
刬恶锄奸	chǎnèchújiān
刬戾	chǎnlì
刬新	chǎnxīn
刬旧谋新	chǎnjiùmóuxīn
刬期	chǎnqī
刬汰	chǎntài
刬涤	chǎndí
刬灭	chǎnmiè
刬的	chǎnde
刬着	chǎnzhe
刬磢	chǎnchuǎng
刬祓	chǎnfú
刬秽	chǎnhuì
刬类	chǎnlèi
刬绝	chǎnjué
刬艾	chǎnài
刬草除根	chǎncǎochúgēn
刬薙	chǎntì
刬袜	chǎnwà
刬车	chǎnchē
刬道	chǎndào
刬释	chǎnshì
刬锄	chǎnchú
刬锹儿	chǎnqiāoér
刬除	chǎnchú
刬革	chǎngé
刬马	chǎnmǎ
刬骡子	chǎnluózi
刮刬	guāchǎn
刮刮乐	guāguālè
刮刮卡	guāguākǎ
刮刮拶拶	guāguāzāzā
刮刷	guāshuā
刮削	guāxiāo
刮削器	guāxiāoqì
刮剌	guālà
刮剌剌	guālàlà
刮发	guāfā
刮地	guādì
刮地皮	guādìpí
刮地风	guādìfēng
刮垢磨光	guāgòumóguāng
刮垢磨痕	guāgòumóhén
刮尺	guāchǐ
刮打嘴	guādǎzuǐ
刮打扁儿	guādǎbiǎnér
刮拉	guālā
刮摩	guāmó
刮毒	guādú
刮毛龟背	guāmáoguībèi
刮目相待	guāmùxiāngdài
刮目相看	guāmùxiāngkàn
刮目相见	guāmùxiāngjiàn
刮磨	guāmó
刮缝	guāfèng
刮肠洗胃	guāchángxǐwèi
刮语烧书	guāyǔshāoshū
刮车	guāchē
刮野扫地	guāyěsǎodì
刮阴风	guāyīnfēng
刮风	guāfēng
刮骨	guāgǔ
刮骨去毒	guāgǔqùdú
刮骨抽筋	guāgǔchōujīn
刮骨疗毒	guāgǔliáodú
刮骨盐	guāgǔyán
到三不着两	dàosānbùzháoliǎng
到不得	dàobùdé
到不的	dàobùde
到不行	dàobùxíng
到了	dàole
到什么山上唱什么歌	dàoshénmeshānshàngchàngshénmegē
到任	dàorèn
到任规	dàorènguī
到会	dàohuì
到公石	dàogōngshí
到哪座山里唱哪个歌	dàonǎzuòshānlǐchàngněigègē
到地	dàodì
到场	dàochǎng
到处	dàochù
到处可见	dàochùkějiàn
到处地	dàochùde
到大	dàodà
到大来	dàodàlái
到头	dàotóu
到头来	dàotóulái
到家	dàojiā
到岁数	dàosuìshù
到岸价	dàoànjià
到差	dàochāi
到底	dàodǐ
到得	dàodé
到期	dàoqī
到期收益率	dàoqīshōuyìlǜ
到期日	dàoqīrì
到此为止	dàocǐwéizhǐ
到水中地	dàoshuǐzhōngde
到的	dàode
到目前为止	dàomùqiánwéizhǐ
到达大厅	dàodádàtīng
到远方地	dàoyuǎnfāngde
到那个时候	dàonàgèshíhòu
到齐	dàoqí
刲刺	kuīcì
刲腴击鲜	kuīyújīxiān
刳兽食胎	kūshòushítāi
刳削	kūxuē
刳剡	kūyǎn
刳剥	kūbāo
刳精呕血	kūjīngǒuxuè
刳羊	kūyáng
刳脂剔膏	kūzhītīgāo
刳舟剡楫	kūzhōuyǎnjí
制中	zhìzhōng
制从	zhìcóng
制令	zhìlìng
制假	zhìjiǎ
制化	zhìhuà
制压	zhìyā
制台	zhìtái
制号	zhìhào
制地	zhìdì
制局监	zhìjújiān
制度	zhìdù
制度上地	zhìdùshàngde
制度化	zhìdùhuà
制式化	zhìshìhuà
制教	zhìjiào
制数	zhìshù
制曲	zhìqǔ
制服	zhìfú
制服呢	zhìfúne
制服帽	zhìfúmào
制条	zhìtiáo
制模	zhìmú
制浆	zhìjiāng
制片	zhìpiàn
制片人	zhìpiànrén
制片厂	zhìpiànchǎng
制琢	zhìzhuó
制种	zhìzhǒng
制空权	zhìkōngquán
制糖厂	zhìtángchǎng
制约	zhìyuē
制缉	zhìjī
制节	zhìjié
制药厂	zhìyàochǎng
制行	zhìxíng
制造厂	zhìzàochǎng
制陶	zhìtáo
制陶工人	zhìtáogōngrén
制革	zhìgé
制革厂	zhìgéchǎng
刷丝	shuāsī
刷丝砚	shuāsīyàn
刷亮	shuàliàng
刷俐	shuālì
刷充	shuāchōng
刷入	shuārù
刷刨	shuāpáo
刷利	shuàlì
刷刷	shuāshuā
刷刷地	shuāshuāde
刷剌剌	shuālàlà
刷剔	shuātī
刷剧	shuājù
刷动	shuādòng
刷勘	shuākān
刷单	shuādān
刷卡	shuākǎ
刷印	shuāyìn
刷卷	shuājuàn
刷啦	shuālā
刷地	shuādì
刷地一声	shuādeyīshēng
刷地泛红	shuādefànhóng
刷子	shuāzi
刷字	shuāzì
刷定	shuādìng
刷尾	shuāwěi
刷屏	shuāpíng
刷平	shuāpíng
刷扣	shuākòu
刷扮	shuābàn
刷抿	shuāmǐn
刷拉	shuālā
刷括	shuākuò
刷放	shuāfàng
刷新	shuāxīn
刷新纪录	shuāxīnjìlù
刷机	shuājī
刷毛	shuāmáo
刷毛衣	shuāmáoyī
刷洗	shuāxǐ
刷涕	shuātì
刷涤	shuādí
刷淤	shuāyū
刷清	shuāqīng
刷溜	shuāliū
刷炼	shuāliàn
刷然	shuārán
刷照	shuāzhào
刷爆	shuābào
刷牙	shuāyá
刷白	shuàbái
刷的	shuāde
刷目	shuāmù
刷磨	shuāmó
刷箒	shuāzhǒu
刷羽	shuāyǔ
刷耻	shuāchǐ
刷腻	shuānì
刷色	shuāsè
刷荡	shuādàng
刷选	shuāxuǎn
刷鑤	shuābào
刷问	shuāwèn
刷闹	shuānào
刷饰	shuāshì
刷马	shuāmǎ
券书	quànshū
券内	quànnèi
券剂	quànjì
券台	quàntái
券商	quànshāng
券外	quànwài
券契	quànqì
券帖	quàntiē
券直	quànzhí
券约	quànyuē
券给	quàngěi
券要	quànyào
券证	quànzhèng
券门	xuànmén
券食	quànshí
券马	quànmǎ
刹不住	shābùzhù
刹住	shāzhù
刹利	shālì
刹刹	shāshā
刹刹尘尘	shāshāchénchén
刹土	shātǔ
刹寺	shāsì
刹尘	shāchén
刹帝利	shādìlì
刹手锏	shāshǒujiǎn
刹把	shābǎ
刹时	chàshí
刹末	shāmò
刹柱	shāzhù
刹海	shāhǎi
刹竿	shāgān
刹车	shāchē
刹车灯	shāchēdēng
刹那	chànà
刺上化下	cìshànghuàxià
刺世	cìshì
刺丝囊	cìsīnáng
刺丝胞	cìsībāo
刺丝胞动物	cìsībāodòngwù
刺中	cìzhòng
刺临	cìlín
刺举	cìjǔ
刺事	cìshì
刺五加	cìwǔjiā
刺人	cìrén
刺伤	cìshāng
刺促	cìcù
刺候	cìhòu
刺儿	cìér
刺儿头	cìértóu
刺儿李	cìerlǐ
刺儿菜	cìércài
刺儿话	cìerhuà
刺充	cìchōng
刺兵	cìbīng
刺几	cìjǐ
刺凤描鸾	cìfèngmiáoluán
刺击	cìjī
刺刀	cìdāo
刺切	cìqiē
刺刺	cìcì
刺刺不休	cìcìbùxiū
刺刺挠挠	cìcìnáonáo
刺剑	cìjiàn
刺剟	cìduō
刺参	cìcān
刺取	cìqǔ
刺口	cìkǒu
刺史	cìshǐ
刺史州	cìshǐzhōu
刺启	cìqǐ
刺呼	cìhū
刺唬疖	cìhǔjiē
刺啦	cīlā
刺喷	cìpēn
刺填	cìtián
刺天	cìtiān
刺头	cìtóu
刺头泥里陷	cìtóunílǐxiàn
刺奸	cìjiān
刺孔	cìkǒng
刺字	cìzì
刺宋案	cìsòngàn
刺审	cìshěn
刺客	cìkè
刺宥	cìyòu
刺察	cìchá
刺山	cìshān
刺干	cìgàn
刺彪	cìbiāo
刺径	cìjìng
刺心	cìxīn
刺心切骨	cìxīnqiègǔ
刺心刻骨	cìxīnkègǔ
刺心裂肝	cìxīnliègān
刺恼	cìnǎo
刺慝	cìtè
刺戒	cìjiè
刺戟	cìjǐ
刺戳	cìchuō
刺手	cìshǒu
刺打	cīda
刺拨	cìbō
刺挠	cìnáo
刺探	cìtàn
刺文	cìwén
刺文裤	cìwénkù
刺斜里	cìxiélǐ
刺斫	cìzhuó
刺断	cìduàn
刺旦	cìdàn
刺杀	cìshā
刺杀旦	cìshādàn
刺枪使棒	cìqiāngshǐbàng
刺枪弄棒	cìqiāngnòngbàng
刺柏	cìbǎi
刺柴	cìchái
刺桐	cìtóng
刺梅	cìméi
刺棹	cìzhào
刺楸	cìqiū
刺槐	cìhuái
刺死	cìsǐ
刺涅	cìniè
刺溜	cīliū
刺激	cìjī
刺激剂	cìjījì
刺激地	cìjīde
刺激性	cìjīxìng
刺激物	cìjīwù
刺激素	cìjīsù
刺灸	cìjiǔ
刺爇	cìruò
刺猬	cìwèi
刺环	cìhuán
刺痒	cìyáng
刺痛	cìtòng
刺痛地	cìtòngde
刺的一声	cīdeyīshēng
刺目	cìmù
刺眼	cìyǎn
刺破	cìpò
刺穿	cìchuān
刺竹	cìzhú
刺竹笋	cìzhúsǔn
刺笄	cìjī
刺答	cìdá
刺篷	cìpéng
刺纸	cìzhǐ
刺绣	cìxiù
刺绣品	cìxiùpǐn
刺网	cìwǎng
刺美	cìměi
刺耳	cìěr
刺耳地	cìěrde
刺肚	cìdù
刺股	cìgǔ
刺股悬梁	cìgǔxuánliáng
刺股读书	cìgǔdúshū
刺背	cìbèi
刺胞	cìbāo
刺胞动物	cìbāodòngwù
刺臂	cìbì
刺舌	cìshé
刺舟	cìzhōu
刺舩	cìchuán
刺船	cìchuán
刺芒	cìmáng
刺芡	cìqiàn
刺花	cìhuā
刺花纹	cìhuāwén
刺芹菇	cìqíngū
刺苋	cìxiàn
刺草	cìcǎo
刺莓	cìméi
刺蓟	cìjì
刺虎	cìhǔ
刺虎持鹬	cìhǔchíyù
刺蜚	cìfēi
刺蜚绣	cìfēixiù
刺蜜	cìmì
刺蝥	cìmóu
刺螫	cìshì
刺血	cìxuè
刺规	cìguī
刺触	cìchù
刺詈	cìlì
刺讥	cìjī
刺访	cìfǎng
刺诗	cìshī
刺语	cìyǔ
刺请	cìqǐng
刺谒	cìyè
刺谳	cìyàn
刺蹙	cìcù
刺身	cìshēn
刺透	cìtòu
刺透地	cìtòude
刺邪	cìxié
刺邪里	cìxiélǐ
刺配	cìpèi
刺针	cìzhēn
刺钉	cìdīng
刺钢丝	cìgāngsī
刺问	cìwèn
刺闹	cìnào
刺闺	cìguī
刺青	cìqīng
刺面	cìmiàn
刺骨	cìgǔ
刺骨地	cìgǔde
刺骨语	cìgǔyǔ
刺骨贫	cìgǔpín
刺鼻	cìbí
刺齿	cìchǐ
刻不容松	kèbùróngsōng
刻不容缓	kèbùrónghuǎn
刻不待时	kèbùdàishí
刻切	kèqiē
刻划	kèhuá
刻削	kèxuē
刻剡	kèyǎn
刻剥	kèbō
刻勒	kèlè
刻句	kèjù
刻奇	kèqí
刻度	kèdù
刻度盘	kèdùpán
刻意为之	kèyìwéizhī
刻意地	kèyìde
刻意地去	kèyìdeqù
刻括	kèkuò
刻暴	kèbào
刻期	kèqī
刻木为吏	kèmùwéilì
刻木为鹄	kèmùwéihú
刻板地	kèbǎnde
